CustomerID,Frequency,Monetary,Total_Items,Unique_Products,Country,Avg_Transaction_Value,LastPurchaseDate,FirstPurchaseDate,Customer_Lifetime_Days,Recency,R_score,F_score,M_score,RFM_Score
15599.0,2,653.69,661,45,UNITED KINGDOM,326.84,2011-11-13,2011-05-19,177,4849,2,4,2,242
15601.0,14,5014.77,3673,181,UNITED KINGDOM,358.20,2011-11-28,2010-12-02,361,4834,1,4,1,141
15602.0,6,395.90,314,19,UNITED KINGDOM,65.98,2011-12-01,2010-12-06,359,4831,1,4,3,143
15604.0,1,216.39,159,17,UNITED KINGDOM,216.39,2011-10-18,2011-10-18,0,4875,3,4,3,343
15605.0,5,894.13,389,48,UNITED KINGDOM,178.83,2011-11-03,2010-12-01,337,4859,2,4,2,242
15606.0,9,879.28,354,32,UNITED KINGDOM,97.70,2011-10-09,2011-01-19,263,4884,3,4,2,342
15607.0,1,87.76,200,12,UNITED KINGDOM,87.76,2011-01-07,2011-01-07,0,5159,4,4,4,444
15608.0,3,800.16,520,48,UNITED KINGDOM,266.72,2011-10-10,2011-08-11,60,4883,3,4,2,342
15609.0,1,268.78,146,14,UNITED KINGDOM,268.78,2011-06-08,2011-06-08,0,5007,4,4,3,443
15610.0,1,112.46,66,6,UNITED KINGDOM,112.46,2011-10-19,2011-10-19,0,4874,2,4,4,244
15611.0,10,480.39,167,16,UNITED KINGDOM,48.04,2011-11-30,2011-01-09,325,4832,1,4,2,142
15612.0,2,90.90,36,3,UNITED KINGDOM,45.45,2011-11-03,2011-10-09,25,4859,2,4,4,244
15615.0,22,5610.32,3828,152,UNITED KINGDOM,255.01,2011-11-29,2010-12-15,348,4833,1,4,1,141
15618.0,4,739.95,450,37,UNITED KINGDOM,184.99,2011-11-07,2011-07-26,103,4855,2,4,2,242
15620.0,3,1207.95,852,75,UNITED KINGDOM,402.65,2011-10-14,2010-12-16,301,4879,3,4,1,341
15621.0,2,61.85,71,7,UNITED KINGDOM,30.93,2011-12-05,2011-12-05,0,4827,1,4,4,144
15622.0,9,2716.29,1432,136,UNITED KINGDOM,301.81,2011-10-27,2011-03-02,239,4865,2,4,1,241
15623.0,1,229.43,117,15,UNITED KINGDOM,229.43,2011-07-21,2011-07-21,0,4963,3,4,3,343
15624.0,4,511.50,240,21,UNITED KINGDOM,127.88,2011-08-15,2011-03-28,139,4939,3,4,2,342
15625.0,4,1003.62,732,38,UNITED KINGDOM,250.91,2011-08-28,2011-04-18,131,4926,3,4,1,341
15626.0,2,562.56,534,43,UNITED KINGDOM,281.28,2011-09-26,2011-01-14,254,4897,3,4,2,342
15628.0,9,2544.74,1664,79,UNITED KINGDOM,282.75,2011-12-05,2010-12-08,362,4827,1,4,1,141
15630.0,2,833.75,716,49,UNITED KINGDOM,416.88,2011-10-25,2011-05-19,159,4868,2,4,2,242
15632.0,8,1994.95,1493,89,UNITED KINGDOM,249.37,2011-11-24,2011-03-10,259,4838,1,4,1,141
15634.0,1,227.65,97,14,UNITED KINGDOM,227.65,2011-11-22,2011-11-22,0,4839,1,4,3,143
15636.0,2,363.46,198,15,UNITED KINGDOM,181.73,2011-09-11,2011-03-02,192,4912,3,4,3,343
15637.0,1,223.36,128,15,UNITED KINGDOM,223.36,2011-10-18,2011-10-18,0,4875,3,4,3,343
15639.0,1,178.02,297,17,UNITED KINGDOM,178.02,2011-07-28,2011-07-28,0,4957,3,4,3,343
15640.0,14,6699.43,4247,204,UNITED KINGDOM,478.53,2011-12-05,2010-12-02,367,4827,1,4,1,141
15641.0,4,1567.12,1218,91,UNITED KINGDOM,391.78,2011-08-26,2010-12-15,253,4928,3,4,1,341
15643.0,3,286.45,193,19,UNITED KINGDOM,95.48,2011-06-01,2011-03-02,90,5014,4,4,3,443
15644.0,4,732.09,541,164,UNITED KINGDOM,183.02,2011-06-26,2011-03-23,94,4989,4,4,2,442
15645.0,1,434.11,206,45,UNITED KINGDOM,434.11,2011-11-21,2011-11-21,0,4841,2,4,2,242
15646.0,3,364.57,305,29,UNITED KINGDOM,121.52,2011-07-05,2010-12-02,214,4980,4,4,3,443
15648.0,2,417.80,154,17,UNITED KINGDOM,208.90,2011-05-19,2011-03-17,62,5027,4,4,2,442
15651.0,3,384.66,315,23,UNITED KINGDOM,128.22,2011-11-03,2011-03-24,223,4859,2,4,3,243
15652.0,1,243.29,191,16,UNITED KINGDOM,243.29,2011-09-09,2011-09-09,0,4914,3,4,3,343
15653.0,1,48.00,48,4,UNITED KINGDOM,48.00,2011-08-16,2011-08-16,0,4938,3,4,4,344
15654.0,2,257.01,127,11,UNITED KINGDOM,128.50,2011-11-30,2011-11-13,16,4832,1,4,3,143
15655.0,1,465.57,314,29,UNITED KINGDOM,465.57,2011-04-10,2011-04-10,0,5066,4,4,2,442
15656.0,4,569.40,324,35,UNITED KINGDOM,142.35,2011-10-25,2011-02-28,238,4868,2,4,2,242
15657.0,1,30.00,24,1,UNITED KINGDOM,30.00,2011-11-17,2011-11-17,0,4845,2,4,4,244
15658.0,4,583.85,199,25,UNITED KINGDOM,145.96,2011-06-02,2010-12-02,182,5013,4,4,2,442
15659.0,1,77.85,51,4,UNITED KINGDOM,77.85,2011-10-27,2011-10-27,0,4866,2,4,4,244
15660.0,8,1248.44,884,48,UNITED KINGDOM,156.06,2011-11-14,2010-12-09,340,4847,2,4,1,241
15661.0,1,19.80,36,3,UNITED KINGDOM,19.80,2011-01-26,2011-01-26,0,5140,4,4,4,444
15663.0,1,124.10,70,8,UNITED KINGDOM,124.10,2011-08-25,2011-08-25,0,4929,3,4,4,344
15664.0,1,230.31,103,13,UNITED KINGDOM,230.31,2011-10-20,2011-10-20,0,4873,2,4,3,243
15665.0,2,1816.05,1202,78,UNITED KINGDOM,908.02,2011-06-24,2011-04-10,74,4991,4,4,1,441
15667.0,1,136.56,180,9,UNITED KINGDOM,136.56,2011-10-31,2011-10-31,0,4862,2,4,4,244
15669.0,4,397.40,230,26,UNITED KINGDOM,99.35,2011-10-30,2011-03-21,223,4862,2,4,3,243
15670.0,1,157.15,89,11,UNITED KINGDOM,157.15,2011-02-16,2011-02-16,0,5119,4,4,4,444
15671.0,6,1001.31,745,46,UNITED KINGDOM,166.88,2011-11-14,2011-03-14,245,4848,2,4,1,241
15673.0,4,1925.90,1214,97,UNITED KINGDOM,481.48,2011-09-12,2011-01-16,238,4910,3,4,1,341
15674.0,4,1654.41,938,76,UNITED KINGDOM,413.60,2011-09-27,2011-03-30,181,4896,3,4,1,341
15675.0,3,216.16,124,12,UNITED KINGDOM,72.05,2011-09-19,2011-03-04,198,4904,3,4,3,343
15676.0,3,2618.02,1795,163,UNITED KINGDOM,872.67,2011-11-21,2011-03-01,265,4841,2,4,1,241
15677.0,1,496.78,280,28,UNITED KINGDOM,496.78,2011-10-21,2011-10-21,0,4872,2,4,2,242
15678.0,1,165.50,94,8,UNITED KINGDOM,165.50,2011-10-18,2011-10-18,0,4875,3,4,4,344
15679.0,4,690.98,864,90,UNITED KINGDOM,172.75,2011-11-15,2011-06-10,158,4846,2,4,2,242
15680.0,3,1108.39,757,57,UNITED KINGDOM,369.46,2011-11-30,2010-12-08,356,4832,1,4,1,141
15681.0,5,894.46,654,24,UNITED KINGDOM,178.89,2011-11-14,2011-03-04,255,4847,2,4,2,242
15683.0,1,152.95,83,9,UNITED KINGDOM,152.95,2011-08-14,2011-08-14,0,4940,3,4,4,344
15687.0,9,2265.03,1167,100,UNITED KINGDOM,251.67,2011-12-01,2011-01-13,321,4831,1,4,1,141
15689.0,2,118.20,62,6,UNITED KINGDOM,59.10,2011-08-12,2010-12-13,241,4942,3,4,4,344
15690.0,2,154.68,252,15,UNITED KINGDOM,77.34,2011-12-05,2011-08-31,96,4826,1,4,4,144
15692.0,1,191.04,138,12,UNITED KINGDOM,191.04,2011-11-11,2011-11-11,0,4851,2,4,3,243
15694.0,9,481.00,228,22,UNITED KINGDOM,53.44,2011-12-01,2010-12-02,364,4830,1,4,2,142
15695.0,2,357.81,161,20,UNITED KINGDOM,178.91,2011-03-18,2011-03-18,0,5089,4,4,3,443
15696.0,8,2196.31,965,122,UNITED KINGDOM,274.54,2011-11-06,2011-01-17,293,4856,2,4,1,241
15699.0,1,201.00,104,13,UNITED KINGDOM,201.00,2011-11-22,2011-11-22,0,4840,1,4,3,143
15700.0,2,551.43,298,78,UNITED KINGDOM,275.71,2011-06-20,2011-06-19,1,4994,4,4,2,442
15701.0,4,1175.66,807,173,UNITED KINGDOM,293.92,2011-12-07,2011-08-21,108,4825,1,4,1,141
15703.0,1,104.40,48,4,UNITED KINGDOM,104.40,2011-03-20,2011-03-20,0,5087,4,4,4,444
15704.0,4,1087.11,739,62,UNITED KINGDOM,271.78,2011-07-22,2011-05-08,75,4963,3,4,1,341
15705.0,1,19.50,6,1,UNITED KINGDOM,19.50,2011-05-22,2011-05-22,0,5024,4,4,4,444
15706.0,3,657.76,276,37,UNITED KINGDOM,219.25,2011-10-06,2011-08-15,51,4887,3,4,2,342
15707.0,4,748.76,534,117,UNITED KINGDOM,187.19,2011-11-04,2011-09-14,51,4858,2,4,2,242
15708.0,7,2398.92,1017,105,UNITED KINGDOM,342.70,2011-10-30,2010-12-05,328,4863,2,4,1,241
15709.0,1,69.65,37,4,UNITED KINGDOM,69.65,2011-03-01,2011-03-01,0,5106,4,4,4,444
15712.0,4,743.30,352,33,UNITED KINGDOM,185.83,2011-11-30,2011-02-25,278,4832,1,4,2,142
15713.0,2,213.50,124,13,UNITED KINGDOM,106.75,2011-07-19,2010-12-08,222,4966,3,4,3,343
15714.0,2,212.93,158,28,UNITED KINGDOM,106.47,2011-11-28,2011-09-23,66,4834,1,4,3,143
15716.0,4,824.64,447,95,UNITED KINGDOM,206.16,2011-07-17,2010-12-05,223,4968,4,4,2,442
15717.0,1,150.30,70,7,UNITED KINGDOM,150.30,2011-04-19,2011-04-19,0,5057,4,4,4,444
15719.0,13,4592.62,2650,284,UNITED KINGDOM,353.28,2011-11-07,2011-01-06,304,4855,2,4,1,241
15720.0,1,423.03,234,118,UNITED KINGDOM,423.03,2011-11-15,2011-11-15,0,4847,2,4,2,242
15721.0,1,388.10,263,77,UNITED KINGDOM,388.10,2011-11-28,2011-11-28,0,4834,1,4,3,143
15722.0,4,759.26,359,32,UNITED KINGDOM,189.81,2011-11-04,2011-02-22,254,4858,2,4,2,242
15723.0,1,137.00,67,35,UNITED KINGDOM,137.00,2010-12-10,2010-12-10,0,5187,4,4,4,444
15724.0,2,218.25,73,11,UNITED KINGDOM,109.12,2011-05-22,2011-02-28,83,5024,4,4,3,443
15725.0,1,382.25,217,31,UNITED KINGDOM,382.25,2011-11-24,2011-11-24,0,4838,1,4,3,143
15727.0,7,3655.41,2295,189,UNITED KINGDOM,522.20,2011-11-23,2010-12-15,342,4839,1,4,1,141
15729.0,1,85.00,28,5,UNITED KINGDOM,85.00,2011-05-11,2011-05-11,0,5035,4,4,4,444
15730.0,3,943.91,622,60,UNITED KINGDOM,314.64,2011-10-05,2011-05-17,140,4888,3,4,2,342
15732.0,2,202.20,127,11,UNITED KINGDOM,101.10,2011-05-11,2010-12-02,159,5035,4,4,3,443
15733.0,1,112.40,56,7,UNITED KINGDOM,112.40,2011-03-02,2011-03-02,0,5105,4,4,4,444
15734.0,2,222.60,127,13,UNITED KINGDOM,111.30,2011-08-17,2011-05-23,85,4937,3,4,3,343
15737.0,6,907.25,489,49,UNITED KINGDOM,151.21,2011-11-17,2011-04-11,219,4845,2,4,2,242
15738.0,16,1966.13,1465,42,UNITED KINGDOM,122.88,2011-11-21,2010-12-02,353,4841,2,4,1,241
15739.0,1,77.60,16,3,UNITED KINGDOM,77.60,2011-10-04,2011-10-04,0,4889,3,4,4,344
15740.0,1,126.80,80,8,UNITED KINGDOM,126.80,2011-10-21,2011-10-21,0,4872,2,4,4,244
15743.0,4,565.76,190,47,UNITED KINGDOM,141.44,2011-11-23,2011-06-08,168,4838,1,4,2,142
15744.0,1,6.96,24,1,UNITED KINGDOM,6.96,2011-09-23,2011-09-23,0,4900,3,4,4,344
15745.0,4,829.54,368,48,UNITED KINGDOM,207.39,2011-11-20,2011-04-17,217,4842,2,4,2,242
15746.0,1,182.96,130,27,UNITED KINGDOM,182.96,2011-07-28,2011-07-28,0,4957,3,4,3,343
15747.0,3,631.09,310,47,UNITED KINGDOM,210.36,2011-11-27,2011-06-20,160,4835,1,4,2,142
15748.0,1,134.41,49,18,UNITED KINGDOM,134.41,2011-10-30,2011-10-30,0,4863,2,4,4,244
15750.0,8,2171.15,1545,200,UNITED KINGDOM,271.39,2011-12-07,2010-12-08,364,4825,1,4,1,141
15752.0,7,2544.07,1877,235,UNITED KINGDOM,363.44,2011-10-31,2010-12-02,333,4862,2,4,1,241
15754.0,3,458.57,199,24,UNITED KINGDOM,152.86,2011-10-19,2011-04-07,195,4874,2,4,2,242
15755.0,6,2059.84,1257,111,UNITED KINGDOM,343.31,2011-11-29,2011-02-18,284,4833,1,4,1,141
15756.0,4,454.41,233,153,UNITED KINGDOM,113.60,2011-10-09,2011-04-04,187,4884,3,4,2,342
15757.0,2,672.88,406,40,UNITED KINGDOM,336.44,2011-10-05,2011-05-06,152,4888,3,4,2,342
15758.0,1,205.25,47,9,UNITED KINGDOM,205.25,2011-11-15,2011-11-15,0,4847,2,4,3,243
15759.0,2,77.24,40,4,UNITED KINGDOM,38.62,2011-02-16,2010-12-16,61,5119,4,4,4,444
15762.0,2,482.95,241,31,UNITED KINGDOM,241.48,2011-10-05,2011-09-23,12,4887,3,4,2,342
15763.0,2,602.87,229,36,UNITED KINGDOM,301.44,2011-11-08,2011-09-23,45,4854,2,4,2,242
15764.0,6,2512.27,1744,132,UNITED KINGDOM,418.71,2011-09-12,2011-03-08,188,4910,3,4,1,341
15766.0,1,90.06,94,6,UNITED KINGDOM,90.06,2011-10-06,2011-10-06,0,4886,3,4,4,344
15768.0,3,331.03,238,20,UNITED KINGDOM,110.34,2011-08-16,2011-04-28,110,4938,3,4,3,343
15773.0,1,128.80,119,8,UNITED KINGDOM,128.80,2011-12-04,2011-12-04,0,4828,1,4,4,144
15774.0,1,189.75,79,20,UNITED KINGDOM,189.75,2011-10-02,2011-10-02,0,4891,3,4,3,343
15775.0,1,87.90,66,6,UNITED KINGDOM,87.90,2011-04-08,2011-04-08,0,5068,4,4,4,444
15776.0,1,164.13,95,13,UNITED KINGDOM,164.13,2011-07-29,2011-07-29,0,4956,3,4,4,344
15777.0,2,162.66,103,11,UNITED KINGDOM,81.33,2011-04-12,2010-12-13,120,5063,4,4,4,444
15780.0,3,402.08,212,22,UNITED KINGDOM,134.03,2011-06-09,2010-12-17,174,5006,4,4,3,443
15781.0,3,254.91,171,15,UNITED KINGDOM,84.97,2011-11-14,2011-02-07,280,4848,2,4,3,243
15782.0,3,257.52,84,9,UNITED KINGDOM,85.84,2011-11-30,2011-09-11,79,4832,1,4,3,143
15783.0,1,165.62,64,10,UNITED KINGDOM,165.62,2011-11-29,2011-11-29,0,4833,1,4,4,144
15785.0,5,851.37,844,41,UNITED KINGDOM,170.27,2011-11-07,2011-02-17,262,4855,2,4,2,242
15786.0,3,3848.25,3093,226,UNITED KINGDOM,1282.75,2011-10-24,2011-08-17,68,4869,2,4,1,241
15787.0,3,752.56,515,145,UNITED KINGDOM,250.85,2011-11-13,2011-10-09,35,4849,2,4,2,242
15789.0,1,297.66,330,22,UNITED KINGDOM,297.66,2010-12-16,2010-12-16,0,5181,4,4,3,443
15790.0,1,143.43,70,28,UNITED KINGDOM,143.43,2011-11-29,2011-11-29,0,4833,1,4,4,144
15791.0,2,1093.02,534,55,UNITED KINGDOM,546.51,2011-10-27,2011-05-19,160,4866,2,4,1,241
15795.0,1,495.52,536,35,UNITED KINGDOM,495.52,2011-07-13,2011-07-13,0,4972,4,4,2,442
15796.0,8,1912.21,768,61,UNITED KINGDOM,239.03,2011-12-08,2011-02-10,301,4823,1,4,1,141
15799.0,3,675.44,729,83,UNITED KINGDOM,225.15,2011-09-25,2011-01-09,258,4898,3,4,2,342
15800.0,2,588.69,320,108,UNITED KINGDOM,294.35,2011-08-24,2011-04-07,139,4930,3,4,2,342
15801.0,3,958.25,555,56,UNITED KINGDOM,319.42,2011-10-24,2011-08-22,63,4869,2,4,1,241
15803.0,1,75.90,66,4,UNITED KINGDOM,75.90,2011-10-19,2011-10-19,0,4874,2,4,4,244
15804.0,13,3350.18,2306,144,UNITED KINGDOM,257.71,2011-12-09,2011-05-25,198,4823,1,4,1,141
15805.0,16,4314.25,2842,192,UNITED KINGDOM,269.64,2011-11-16,2010-12-10,341,4845,2,4,1,241
15806.0,3,371.22,354,21,UNITED KINGDOM,123.74,2011-10-24,2011-03-08,230,4869,2,4,3,243
15807.0,2,718.90,402,43,UNITED KINGDOM,359.45,2011-10-20,2011-09-23,26,4873,2,4,2,242
15808.0,4,1931.37,866,117,UNITED KINGDOM,482.84,2011-02-06,2010-12-05,63,5129,4,4,1,441
15809.0,4,321.40,232,22,UNITED KINGDOM,80.35,2011-11-03,2011-02-10,266,4858,2,4,3,243
15810.0,4,1307.23,856,62,UNITED KINGDOM,326.81,2011-09-22,2011-02-16,218,4901,3,4,1,341
15811.0,6,1910.63,946,106,UNITED KINGDOM,318.44,2011-11-17,2010-12-09,343,4845,2,4,1,241
15812.0,3,220.78,186,23,UNITED KINGDOM,73.59,2011-08-24,2011-06-03,81,4930,3,4,3,343
15813.0,2,389.26,302,25,UNITED KINGDOM,194.63,2011-05-16,2011-04-14,31,5030,4,4,3,443
15814.0,4,765.85,633,42,UNITED KINGDOM,191.46,2011-11-23,2011-10-20,33,4839,1,4,2,142
15815.0,3,155.28,194,10,UNITED KINGDOM,51.76,2011-10-07,2011-03-25,196,4886,3,4,4,344
15819.0,4,1728.57,1165,89,UNITED KINGDOM,432.14,2011-10-21,2011-03-08,227,4872,2,4,1,241
15820.0,1,116.98,56,16,UNITED KINGDOM,116.98,2011-01-24,2011-01-24,0,5142,4,4,4,444
15821.0,2,396.86,184,48,UNITED KINGDOM,198.43,2011-10-26,2011-10-09,17,4867,2,4,3,243
15822.0,2,426.12,284,18,UNITED KINGDOM,213.06,2011-12-06,2010-12-15,356,4826,1,4,2,142
15825.0,1,159.84,168,16,UNITED KINGDOM,159.84,2011-06-20,2011-06-20,0,4995,4,4,4,444
15826.0,3,1007.85,717,50,UNITED KINGDOM,335.95,2011-10-14,2011-05-13,154,4878,3,4,1,341
15827.0,14,1463.24,844,59,UNITED KINGDOM,104.52,2011-09-27,2010-12-02,299,4896,3,4,1,341
15829.0,2,517.82,640,36,UNITED KINGDOM,258.91,2011-09-01,2011-07-22,41,4921,3,4,2,342
15830.0,1,459.50,401,33,UNITED KINGDOM,459.50,2011-11-02,2011-11-02,0,4860,2,4,2,242
15831.0,3,344.62,355,47,UNITED KINGDOM,114.87,2011-10-12,2011-01-19,265,4881,3,4,3,343
15832.0,1,821.49,463,53,UNITED KINGDOM,821.49,2011-03-30,2011-03-30,0,5077,4,4,2,442
15834.0,3,1481.48,808,216,UNITED KINGDOM,493.83,2011-09-30,2011-03-07,206,4893,3,4,1,341
15835.0,4,802.09,427,43,UNITED KINGDOM,200.52,2011-10-26,2011-01-13,286,4867,2,4,2,242
15836.0,1,49.97,19,4,UNITED KINGDOM,49.97,2011-10-20,2011-10-20,0,4872,2,4,4,244
15837.0,1,300.23,179,18,UNITED KINGDOM,300.23,2011-10-06,2011-10-06,0,4887,3,4,3,343
15838.0,1,17.28,24,1,UNITED KINGDOM,17.28,2011-11-14,2011-11-14,0,4848,2,4,4,244
15839.0,3,977.66,582,54,UNITED KINGDOM,325.89,2011-11-06,2011-07-14,114,4856,2,4,1,241
15840.0,2,317.80,310,23,UNITED KINGDOM,158.90,2011-10-12,2011-06-20,113,4881,3,4,3,343
15841.0,4,483.52,436,23,UNITED KINGDOM,120.88,2011-09-28,2011-01-05,266,4895,3,4,2,342
15843.0,1,80.70,24,5,UNITED KINGDOM,80.70,2011-02-09,2011-02-09,0,5126,4,4,4,444
15844.0,1,108.84,132,10,UNITED KINGDOM,108.84,2011-10-24,2011-10-24,0,4869,2,4,4,244
15845.0,8,2203.15,1281,79,UNITED KINGDOM,275.39,2011-11-22,2011-01-06,319,4840,1,4,1,141
15847.0,2,278.04,156,18,UNITED KINGDOM,139.02,2011-11-01,2011-02-24,249,4861,2,4,3,243
15850.0,2,202.97,225,84,UNITED KINGDOM,101.48,2011-11-20,2011-06-24,148,4842,2,4,3,243
15852.0,1,52.21,34,18,UNITED KINGDOM,52.21,2011-05-26,2011-05-26,0,5020,4,4,4,444
15853.0,1,110.80,135,29,UNITED KINGDOM,110.80,2011-10-19,2011-10-19,0,4874,2,4,4,244
15854.0,11,981.18,410,99,UNITED KINGDOM,89.20,2011-12-05,2010-12-13,357,4827,1,4,1,141
15855.0,5,672.64,462,59,UNITED KINGDOM,134.53,2011-07-26,2011-03-21,126,4959,3,4,2,342
15856.0,25,5335.74,4960,255,UNITED KINGDOM,213.43,2011-12-05,2010-12-09,361,4826,1,4,1,141
15857.0,1,174.60,228,12,UNITED KINGDOM,174.60,2011-11-21,2011-11-21,0,4841,2,4,3,243
15858.0,5,972.88,1016,134,UNITED KINGDOM,194.58,2011-11-24,2010-12-07,351,4838,1,4,1,141
15860.0,8,754.76,349,94,UNITED KINGDOM,94.34,2011-10-30,2010-12-06,327,4863,2,4,2,242
15861.0,7,2751.17,2142,325,UNITED KINGDOM,393.02,2011-11-27,2011-03-17,254,4834,1,4,1,141
15862.0,4,616.73,358,128,UNITED KINGDOM,154.18,2011-12-01,2010-12-01,365,4831,1,4,2,142
15863.0,2,42.44,16,15,UNITED KINGDOM,21.22,2011-11-14,2011-05-31,167,4848,2,4,4,244
15864.0,3,91.40,36,6,UNITED KINGDOM,30.47,2011-10-04,2011-01-27,249,4889,3,4,4,344
15865.0,3,311.38,273,21,UNITED KINGDOM,103.79,2011-10-30,2011-05-10,173,4863,2,4,3,243
15866.0,1,161.49,120,39,UNITED KINGDOM,161.49,2011-08-30,2011-08-30,0,4924,3,4,4,344
15867.0,15,2253.30,1622,269,UNITED KINGDOM,150.22,2011-12-04,2010-12-05,363,4828,1,4,1,141
15869.0,2,119.40,91,12,UNITED KINGDOM,59.70,2011-03-07,2011-03-07,0,5099,4,4,4,444
15870.0,1,334.69,331,66,UNITED KINGDOM,334.69,2011-11-07,2011-11-07,0,4855,2,4,3,243
15872.0,2,268.20,182,98,UNITED KINGDOM,134.10,2011-11-25,2011-11-25,0,4837,1,4,3,143
15874.0,7,828.05,536,63,UNITED KINGDOM,118.29,2011-10-07,2011-02-28,220,4886,3,4,2,342
15877.0,2,376.18,260,118,UNITED KINGDOM,188.09,2011-12-08,2011-11-22,16,4824,1,4,3,143
15880.0,1,292.18,199,93,UNITED KINGDOM,292.18,2010-12-05,2010-12-05,0,5192,4,4,3,443
15881.0,4,112.24,48,19,UNITED KINGDOM,28.06,2011-01-31,2010-12-10,52,5134,4,4,4,444
15882.0,3,182.40,96,16,UNITED KINGDOM,60.80,2011-05-25,2010-12-06,169,5021,4,4,3,443
15883.0,2,348.28,219,40,UNITED KINGDOM,174.14,2011-12-07,2011-11-06,31,4824,1,4,3,143
15885.0,1,258.55,101,13,UNITED KINGDOM,258.55,2011-09-07,2011-09-07,0,4916,3,4,3,343
15886.0,1,104.50,34,9,UNITED KINGDOM,104.50,2011-10-10,2011-10-10,0,4883,3,4,4,344
15888.0,1,91.81,70,10,UNITED KINGDOM,91.81,2011-09-20,2011-09-20,0,4903,3,4,4,344
15889.0,2,333.67,198,74,UNITED KINGDOM,166.84,2011-07-06,2010-12-05,212,4979,4,4,3,443
15891.0,1,394.32,327,53,UNITED KINGDOM,394.32,2011-04-27,2011-04-27,0,5049,4,4,3,443
15894.0,2,176.05,148,33,UNITED KINGDOM,88.03,2011-03-31,2010-12-05,115,5076,4,4,3,443
15895.0,1,21.85,10,9,UNITED KINGDOM,21.85,2011-07-13,2011-07-13,0,4972,4,4,4,444
15897.0,2,90.53,57,16,UNITED KINGDOM,45.27,2011-05-29,2011-05-29,0,5017,4,4,4,444
15898.0,5,546.01,325,61,UNITED KINGDOM,109.20,2011-12-08,2010-12-06,367,4824,1,4,2,142
15899.0,1,43.50,38,3,UNITED KINGDOM,43.50,2010-12-06,2010-12-06,0,5191,4,4,4,444
15900.0,1,337.28,216,44,UNITED KINGDOM,337.28,2011-11-16,2011-11-16,0,4846,2,4,3,243
15901.0,3,272.76,283,94,UNITED KINGDOM,90.92,2011-11-23,2011-07-08,138,4839,1,4,3,143
15903.0,4,492.84,864,24,UNITED KINGDOM,123.21,2011-11-13,2011-02-17,268,4849,2,4,2,242
15904.0,1,128.23,81,27,UNITED KINGDOM,128.23,2011-12-01,2011-12-01,0,4831,1,4,4,144
15906.0,7,1120.59,490,100,UNITED KINGDOM,160.08,2011-11-20,2011-03-29,235,4842,2,4,1,241
15907.0,3,757.32,464,164,UNITED KINGDOM,252.44,2011-12-06,2011-05-13,206,4826,1,4,2,142
15909.0,1,69.54,50,5,UNITED KINGDOM,69.54,2011-06-19,2011-06-19,0,4996,4,4,4,444
15910.0,8,1154.23,1005,209,UNITED KINGDOM,144.28,2011-12-09,2011-01-27,315,4823,1,4,1,141
15912.0,2,254.67,184,18,UNITED KINGDOM,127.34,2011-06-14,2011-04-20,54,5001,4,4,3,443
15916.0,7,1033.48,651,108,UNITED KINGDOM,147.64,2011-11-23,2010-12-08,350,4839,1,4,1,141
15917.0,1,60.55,37,9,UNITED KINGDOM,60.55,2011-04-06,2011-04-06,0,5070,4,4,4,444
15918.0,2,334.23,153,33,UNITED KINGDOM,167.12,2011-06-02,2011-03-13,80,5013,4,4,3,443
15919.0,2,483.74,381,100,UNITED KINGDOM,241.87,2011-11-20,2010-12-06,349,4842,2,4,2,242
15920.0,4,158.55,98,52,UNITED KINGDOM,39.64,2011-07-08,2011-07-08,0,4977,4,4,4,444
15921.0,1,151.06,104,19,UNITED KINGDOM,151.06,2011-06-20,2011-06-20,0,4995,4,4,4,444
15922.0,1,167.60,56,6,UNITED KINGDOM,167.60,2010-12-01,2010-12-01,0,5196,4,4,4,444
15923.0,1,78.30,40,17,UNITED KINGDOM,78.30,2010-12-02,2010-12-02,0,5195,4,4,4,444
15925.0,1,168.90,90,11,UNITED KINGDOM,168.90,2011-05-29,2011-05-29,0,5017,4,4,4,444
15930.0,1,393.63,135,19,UNITED KINGDOM,393.63,2011-10-03,2011-10-03,0,4890,3,4,3,343
15932.0,8,1143.25,1271,76,UNITED KINGDOM,142.91,2011-12-05,2011-02-23,285,4826,1,4,1,141
15933.0,3,990.05,726,59,UNITED KINGDOM,330.02,2011-11-18,2011-09-14,65,4844,2,4,1,241
15935.0,1,91.04,112,10,UNITED KINGDOM,91.04,2011-04-14,2011-04-14,0,5062,4,4,4,444
15937.0,1,145.35,73,7,UNITED KINGDOM,145.35,2011-10-06,2011-10-06,0,4887,3,4,4,344
15938.0,5,237.58,150,11,UNITED KINGDOM,47.52,2011-08-19,2011-01-20,211,4935,3,4,3,343
15939.0,11,453.24,492,12,UNITED KINGDOM,41.20,2011-09-11,2011-01-12,241,4912,3,4,2,342
15942.0,1,178.14,150,9,UNITED KINGDOM,178.14,2011-07-29,2011-07-29,0,4956,3,4,3,343
15944.0,1,68.90,22,4,UNITED KINGDOM,68.90,2011-03-08,2011-03-08,0,5099,4,4,4,444
15945.0,1,13.60,16,1,UNITED KINGDOM,13.60,2010-12-09,2010-12-09,0,5188,4,4,4,444
15947.0,1,160.64,112,7,UNITED KINGDOM,160.64,2011-09-18,2011-09-18,0,4905,3,4,4,344
15948.0,2,931.84,531,50,UNITED KINGDOM,465.92,2011-12-01,2011-10-27,35,4831,1,4,2,142
